PID,county,state,area,poptotal,category,dot_size
1064,County_64,IL,0.011033130348634389,29788,Hydro_Region,149.60198782091805
1065,County_65,OH,0.09243970027014932,50543,Coal_Heavy,258.261382016209
1066,County_66,WI,0.01366859251579897,15919,Nuclear_Mixed,80.41511555094793
1067,County_67,OH,0.08574716466433605,71346,Solar_Mixed,361.87482987986016
1068,County_68,WI,0.054854594272335494,41974,Hydro_Region,213.16127565634014
1069,County_69,AZ,0.09440200767014052,18371,Wind_Farm,97.51912046020844
1070,County_70,AZ,0.016272708002508903,47084,Nuclear_Mixed,236.39636248015051
1071,County_71,AZ,0.05707761417411227,31629,Hydro_Region,161.56965685044673
1072,County_72,WI,0.09239071552762342,53184,Coal_Heavy,271.4634429316574
1073,County_73,OH,0.05446331675446266,63916,Coal_Heavy,322.84779900526775
1074,County_74,AZ,0.06349888424149731,75972,Coal_Heavy,383.66993305448983
1075,County_75,NY,0.06913863856369246,64187,Coal_Heavy,325.08331831382156
1076,County_76,WI,0.048635990505260726,14984,Wind_Farm,77.83815943031564
1077,County_77,WI,0.0633424368071454,35039,Nuclear_Mixed,178.99554620842872
1078,County_78,OH,0.05966671651346352,87431,Solar_Mixed,440.7350029908078
1079,County_79,WI,0.08659843089173407,85691,Wind_Farm,433.650905853504
1080,County_80,WI,0.013862942329023919,60606,Wind_Farm,303.8617765397414
1081,County_81,AZ,0.03388187111533958,12616,Solar_Mixed,65.11291226692038
1082,County_82,OH,0.09078497614650749,52072,Solar_Mixed,265.8070985687905
1083,County_83,AZ,0.08567242163072789,26574,Coal_Heavy,138.01034529784368
1084,County_84,AZ,0.048730823986785604,5430,Wind_Farm,30.073849439207134
1085,County_85,OH,0.06271127081313062,14676,Hydro_Region,77.14267624878784
1086,County_86,IL,0.03357740055339628,12816,Solar_Mixed,66.09464403320378
1087,County_87,AZ,0.025990298576519716,34733,Solar_Mixed,175.22441791459119
1088,County_88,NY,0.049414364419898486,87680,Nuclear_Mixed,441.36486186519386
1089,County_89,NY,0.040034939382214495,4050,Hydro_Region,22.65209636293287
1090,County_90,WI,0.059610769507324135,35933,Hydro_Region,183.24164617043945
1091,County_91,NY,0.01660744414202371,26951,Solar_Mixed,135.7514466485214
1092,County_92,WI,0.09282355865162416,34413,Coal_Heavy,177.63441351909745
1093,County_93,IL,0.09382791328076624,36801,Nuclear_Mixed,189.63467479684596
1094,County_94,OH,0.06934374569167834,57619,Hydro_Region,292.25562474150075
1095,County_95,OH,0.05556819113925024,34913,Solar_Mixed,177.899091468355
1096,County_96,OH,0.03630984738433786,42600,Hydro_Region,215.17859084306028
1097,County_97,NY,0.07917257667509063,59775,Nuclear_Mixed,303.62535460050543
1098,County_98,IL,0.06820214966707974,92816,Nuclear_Mixed,468.17212898002475
1099,County_99,NY,0.023822439844315764,92093,Wind_Farm,461.89434639065894
1100,County_100,NY,0.08742881068197661,37400,Solar_Mixed,192.2457286409186
1101,County_101,IL,0.07991566564846936,6494,Nuclear_Mixed,37.26493993890816
1102,County_102,IL,0.09073299262981355,82688,Wind_Farm,418.8839795577888
1103,County_103,IL,0.0716861582130106,91431,Wind_Farm,461.4561694927806
1104,County_104,IL,0.06214029165454214,76691,Hydro_Region,387.18341749927254
1105,County_105,OH,0.04555065808470261,45001,Hydro_Region,227.73803948508214
1106,County_106,CA,0.08928192108509113,69364,Wind_Farm,352.17691526510544
1107,County_107,CA,0.08361543060753471,47028,Hydro_Region,240.15692583645207
1108,County_108,IL,0.0138435869590261,39573,Nuclear_Mixed,198.6956152175416
1109,County_109,CA,0.01224119283226642,2806,Coal_Heavy,14.764471569935985
1110,County_110,CA,0.04199938618463422,58638,Nuclear_Mixed,295.7099631710781
1111,County_111,IL,0.0788970331164558,31757,Wind_Farm,163.51882198698735
1112,County_112,CA,0.09391847099177028,36636,Wind_Farm,188.81510825950622
1113,County_113,NY,0.022785435743799896,82097,Nuclear_Mixed,411.852126144628
1114,County_114,WI,0.06050111080493149,50280,Hydro_Region,255.0300666482959
1115,County_115,WI,0.042375722813636836,26262,Hydro_Region,133.8525433688182
1116,County_116,IL,0.09244272381424128,82435,Wind_Farm,417.7215634288545
1117,County_117,OH,0.08158010846653524,64211,Solar_Mixed,325.9498065079921
1118,County_118,IL,0.08125793990044672,56842,Hydro_Region,289.0854763940268
1119,County_119,OH,0.04983891858257248,58979,Nuclear_Mixed,297.88533511495433
1120,County_120,WI,0.04525965769870154,83470,Hydro_Region,420.06557946192214
1121,County_121,IL,0.033239601114110034,40197,Nuclear_Mixed,202.9793760668466
1122,County_122,AZ,0.014791917215328805,43844,Wind_Farm,220.10751503291974
1123,County_123,NY,0.08350140198167952,66754,Hydro_Region,338.78008411890073
1124,County_124,CA,0.07909658577605659,36157,Nuclear_Mixed,185.53079514656338
1125,County_125,OH,0.09497600222932111,79129,Wind_Farm,401.34356013375924
1126,County_126,AZ,0.09471413115128195,42042,Solar_Mixed,215.89284786907692
1127,County_127,CA,0.05721169497622334,63665,Nuclear_Mixed,321.7577016985734
1128,County_128,CA,0.0753639302903434,84856,Solar_Mixed,428.80183581742057
1129,County_129,IL,0.09030508704000638,29376,Solar_Mixed,152.2983052224004
1130,County_130,CA,0.08222002820757997,57554,Coal_Heavy,292.7032016924548
1131,County_131,NY,0.0310245886481718,16199,Hydro_Region,82.85647531889032
1132,County_132,AZ,0.048296251501357954,83412,Nuclear_Mixed,419.9577750900815
1133,County_133,CA,0.020978550287877075,52948,Solar_Mixed,265.9987130172726
1134,County_134,IL,0.0910943373169914,75781,Coal_Heavy,384.37066023901946
1135,County_135,NY,0.06152484392832481,74750,Wind_Farm,377.4414906356995
1136,County_136,WI,0.02943463846779433,68262,Nuclear_Mixed,343.0760783080677
1137,County_137,AZ,0.06709455817449783,48600,Solar_Mixed,247.02567349046987
1138,County_138,CA,0.06254090043892115,78898,Hydro_Region,398.2424540263353
1139,County_139,IL,0.04044383103279144,64483,Coal_Heavy,324.84162986196753
1140,County_140,WI,0.01965239533696847,20297,Solar_Mixed,102.6641437202181
1141,County_141,WI,0.06708372162538796,32448,Hydro_Region,166.2650232975233
1142,County_142,OH,0.054226154576822436,28172,Solar_Mixed,144.11356927460935
1143,County_143,NY,0.07564706329752934,44874,Nuclear_Mixed,228.90882379785177
1144,County_144,CA,0.054213897594519445,9657,Nuclear_Mixed,51.53783385567117
1145,County_145,IL,0.08243542752707592,86386,Nuclear_Mixed,436.87612565162453
1146,County_146,OH,0.05691208129583128,27425,Coal_Heavy,140.53972487774988
1147,County_147,NY,0.057679727580507836,28685,Nuclear_Mixed,146.88578365483048
1148,County_148,OH,0.08451555622595933,26578,Hydro_Region,137.96093337355754
1149,County_149,AZ,0.044296043628053755,30831,Solar_Mixed,156.81276261768323
1150,County_150,NY,0.021391294418304466,9906,Wind_Farm,50.81347766509827
1151,County_151,NY,0.012446527486633812,63413,Hydro_Region,317.811791649198
1152,County_152,CA,0.07418666673225761,56028,Hydro_Region,284.59120000393546
1153,County_153,NY,0.0627263118650445,9287,Nuclear_Mixed,50.19857871190267
1154,County_154,OH,0.06984678028843401,35660,Coal_Heavy,182.49080681730607
1155,County_155,NY,0.02810195372825741,77758,Solar_Mixed,390.47611722369544
1156,County_156,CA,0.02159157542487543,62504,Coal_Heavy,313.8154945254925
1157,County_157,CA,0.011236296581769964,61720,Solar_Mixed,309.2741777949062
1158,County_158,AZ,0.039799942498560746,36701,Solar_Mixed,185.89299654991365
1159,County_159,OH,0.06014300338264382,85300,Coal_Heavy,430.10858020295865
1160,County_160,WI,0.043340743833477254,19674,Hydro_Region,100.97044463000864
1161,County_161,WI,0.04718536837201698,85560,Solar_Mixed,430.63112210232106
1162,County_162,NY,0.08685348903196861,25874,Coal_Heavy,134.5812093419181
1163,County_163,AZ,0.03960171469698053,45642,Solar_Mixed,230.58610288181885
1164,County_164,IL,0.053689106578583924,67160,Wind_Farm,339.02134639471507
1165,County_165,NY,0.07661050608299716,19602,Hydro_Region,102.60663036497984
1166,County_166,AZ,0.043706136497307965,90801,Nuclear_Mixed,456.6273681898385
1167,County_167,OH,0.06287736951936924,27931,Solar_Mixed,143.42764217116215
1168,County_168,OH,0.08330091524347334,31192,Wind_Farm,160.9580549146084
1169,County_169,OH,0.09070925301089958,48542,Nuclear_Mixed,248.152555180654
1170,County_170,OH,0.022501245878968228,44520,Nuclear_Mixed,223.9500747527381
1171,County_171,OH,0.08875994813872702,66772,Solar_Mixed,339.18559688832363
1172,County_172,AZ,0.05182988491176075,60762,Coal_Heavy,306.91979309470565
1173,County_173,AZ,0.031950773005411465,52106,Solar_Mixed,262.44704638032465
1174,County_174,CA,0.04902653928025222,83121,Wind_Farm,418.54659235681515
1175,County_175,WI,0.09330276889926555,27559,Nuclear_Mixed,143.39316613395593
1176,County_176,OH,0.051872537989393924,35742,Solar_Mixed,181.82235227936366
1177,County_177,IL,0.0379438868744382,71669,Coal_Heavy,360.6216332124663
1178,County_178,AZ,0.06383907261692169,82199,Solar_Mixed,414.8253443570153
1179,County_179,IL,0.030412377596146414,23754,Hydro_Region,120.59474265576878
1180,County_180,IL,0.016448382889236432,5972,Coal_Heavy,30.846902973354187
1181,County_181,IL,0.020954776362405184,72831,Wind_Farm,365.4122865817443
1182,County_182,CA,0.02088389631141066,43873,Nuclear_Mixed,220.61803377868466
1183,County_183,AZ,0.02291172894854502,11903,Solar_Mixed,60.8897037369127
1184,County_184,IL,0.021800309675199865,5020,Coal_Heavy,26.408018580511992
1185,County_185,OH,0.06447435330827324,43755,Hydro_Region,222.6434611984964
1186,County_186,NY,0.02545980717392731,87956,Coal_Heavy,441.3075884304356
1187,County_187,IL,0.039381719082528376,88988,Hydro_Region,447.3029031449517
1188,County_188,CA,0.08622701484201101,47648,Wind_Farm,243.41362089052066
1189,County_189,AZ,0.05028673942234416,11516,Nuclear_Mixed,60.597204365340644
1190,County_190,CA,0.06674240777428732,4396,Wind_Farm,25.98454446645724
1191,County_191,IL,0.024647189052138536,86082,Solar_Mixed,431.88883134312834
1192,County_192,AZ,0.026344566598737018,21129,Coal_Heavy,107.22567399592421
1193,County_193,NY,0.013473832382650704,3591,Hydro_Region,18.76342994295904
1194,County_194,IL,0.024359480361133987,13303,Hydro_Region,67.97656882166804
1195,County_195,CA,0.03368017881771648,32561,Coal_Heavy,164.825810729063
1196,County_196,WI,0.02504589116352348,73719,Coal_Heavy,370.09775346981144
1197,County_197,OH,0.01753971536934973,94108,Solar_Mixed,471.592382922161
1198,County_198,CA,0.02025404904355107,88231,Wind_Farm,442.37024294261306
1199,County_199,AZ,0.0491661952827817,9314,Hydro_Region,49.5199717169669
1200,County_200,IL,0.027538366064492364,21623,Solar_Mixed,109.76730196386954
1201,County_201,OH,0.04096293818908642,69675,Wind_Farm,350.83277629134517
1202,County_202,IL,0.05279046802266284,67082,Solar_Mixed,338.5774280813598
1203,County_203,AZ,0.06868356043349605,85624,Hydro_Region,432.24101362600976
1204,County_204,IL,0.01334153188649341,35130,Coal_Heavy,176.4504919131896
1205,County_205,WI,0.07794988390726862,53756,Coal_Heavy,273.4569930344361
1206,County_206,OH,0.06337153310672716,28292,Wind_Farm,145.26229198640362
1207,County_207,OH,0.016949517715654113,88206,Nuclear_Mixed,442.04697106293924
1208,County_208,AZ,0.08425418304907606,71274,Wind_Farm,361.4252509829446
1209,County_209,WI,0.08827415404520413,4469,Nuclear_Mixed,27.64144924271225
1210,County_210,CA,0.01519162658766342,55947,Solar_Mixed,280.6464975952598
1211,County_211,IL,0.03353460009251232,24534,Solar_Mixed,124.68207600555074
1212,County_212,NY,0.07852710878241022,65620,Hydro_Region,332.8116265269446
1213,County_213,IL,0.07360207368261096,50874,Nuclear_Mixed,258.78612442095664
1214,County_214,IL,0.025684286645292077,51708,Hydro_Region,260.08105719871753
1215,County_215,CA,0.027794692483620376,76553,Coal_Heavy,384.4326815490172
1216,County_216,IL,0.04149012873726747,70344,Nuclear_Mixed,354.2094077242361
1217,County_217,WI,0.05118445374123682,51138,Wind_Farm,258.76106722447423
1218,County_218,WI,0.06255165558007515,56302,Coal_Heavy,285.2630993348045
1219,County_219,OH,0.04135765936343066,49638,Coal_Heavy,250.67145956180585
1220,County_220,AZ,0.04931545087131758,80249,Wind_Farm,404.2039270522791
1221,County_221,NY,0.0735350297413693,4719,Coal_Heavy,28.007101784482156
1222,County_222,IL,0.013118072245700822,24890,Nuclear_Mixed,125.23708433474205
1223,County_223,IL,0.03145714026924176,79236,Hydro_Region,398.0674284161545
1224,County_224,CA,0.07063471480018696,38509,Coal_Heavy,196.7830828880112
1225,County_225,AZ,0.08609258120341194,44534,Nuclear_Mixed,227.8355548722047
1226,County_226,WI,0.053492582579831624,94241,Solar_Mixed,474.4145549547899
1227,County_227,NY,0.055229646247551833,20787,Nuclear_Mixed,107.24877877485311
1228,County_228,OH,0.019109620963880965,50845,Hydro_Region,255.37157725783285
1229,County_229,WI,0.04803005117999365,59932,Nuclear_Mixed,302.54180307079963
1230,County_230,AZ,0.05527246764867697,94124,Wind_Farm,473.9363480589206
1231,County_231,OH,0.030609992808952026,93659,Hydro_Region,470.1315995685371
1232,County_232,CA,0.03288567463069739,35062,Solar_Mixed,177.28314047784184
1233,County_233,CA,0.04206915386389293,77713,Wind_Farm,391.0891492318336
1234,County_234,IL,0.011706051811106741,89263,Nuclear_Mixed,447.0173631086664
1235,County_235,AZ,0.03737672907457015,62461,Hydro_Region,314.5476037444742
1236,County_236,NY,0.027973080594706295,77418,Solar_Mixed,388.76838483568235
1237,County_237,OH,0.03783727493512275,68672,Wind_Farm,345.6302364961074
1238,County_238,WI,0.020179781204636354,36832,Solar_Mixed,185.3707868722782
1239,County_239,AZ,0.08569481886289107,33966,Nuclear_Mixed,174.97168913177347
1240,County_240,AZ,0.06045535855209414,74545,Solar_Mixed,376.3523215131257
1241,County_241,CA,0.06772369712728162,14987,Coal_Heavy,78.9984218276369
1242,County_242,IL,0.07707955528162376,39311,Wind_Farm,201.17977331689744
1243,County_243,IL,0.05236758690896987,33575,Solar_Mixed,171.0170552145382
1244,County_244,OH,0.017388224487431013,65852,Nuclear_Mixed,330.30329346924583
1245,County_245,CA,0.055654056054576566,3007,Nuclear_Mixed,18.374243363274594
1246,County_246,AZ,0.05988149503177473,72981,Solar_Mixed,368.49788970190644
1247,County_247,NY,0.07336235530566805,78242,Nuclear_Mixed,395.6117413183401
1248,County_248,CA,0.04669106142952275,49517,Hydro_Region,250.38646368577136
1249,County_249,OH,0.02084432573762292,31257,Hydro_Region,157.53565954425738
1250,County_250,OH,0.034120951992891585,89272,Hydro_Region,448.4072571195735
1251,County_251,CA,0.04086199519388398,44207,Coal_Heavy,223.48671971163304
1252,County_252,OH,0.06490296551318611,15281,Solar_Mixed,80.29917793079117
1253,County_253,CA,0.05851615589685752,63246,Coal_Heavy,319.74096935381147
1254,County_254,WI,0.040268221701316935,3435,Nuclear_Mixed,19.591093302079017
1255,County_255,CA,0.09385379614740327,93357,Coal_Heavy,472.41622776884424
1256,County_256,CA,0.06149085964533541,28660,Nuclear_Mixed,146.98945157872015
1257,County_257,OH,0.030164277297559536,7084,Nuclear_Mixed,37.22985663785357
1258,County_258,OH,0.01865151017273432,84197,Wind_Farm,422.1040906103641
1259,County_259,IL,0.02299302683066822,15507,Hydro_Region,78.91458160984008
1260,County_260,IL,0.03090640691268319,74595,Nuclear_Mixed,374.829384414761
1261,County_261,WI,0.02365791672706223,85807,Wind_Farm,430.45447500362377
1262,County_262,IL,0.025858197044360993,47539,Hydro_Region,239.24649182266165
1263,County_263,CA,0.03423308933897701,9491,Nuclear_Mixed,49.50898536033862
1264,County_264,OH,0.024736755600054162,52192,Nuclear_Mixed,262.4442053360032
1265,County_265,IL,0.08622506109324614,82395,Coal_Heavy,417.1485036655948
1266,County_266,IL,0.01681986838123959,65888,Coal_Heavy,330.44919210287435
1267,County_267,WI,0.05458346811347165,75609,Hydro_Region,381.32000808680834
1268,County_268,AZ,0.04488373029412123,11077,Nuclear_Mixed,58.07802381764727
1269,County_269,WI,0.09350218243723155,22953,Solar_Mixed,120.3751309462339
1270,County_270,CA,0.019523306684284453,78919,Coal_Heavy,395.7663984010571
1271,County_271,OH,0.043817725918888044,69889,Hydro_Region,352.07406355513325
1272,County_272,WI,0.09240498682840635,25821,Nuclear_Mixed,134.64929920970437
1273,County_273,IL,0.08356810570098833,39567,Nuclear_Mixed,202.8490863420593
1274,County_274,OH,0.0794511260306888,26860,Solar_Mixed,139.06706756184133
1275,County_275,OH,0.03192174029881989,23195,Hydro_Region,117.89030441792919
1276,County_276,IL,0.024525444928155594,79475,Nuclear_Mixed,398.84652669568936
1277,County_277,WI,0.06683467369357664,92874,Coal_Heavy,468.3800804216146
1278,County_278,IL,0.08899695907584479,89266,Solar_Mixed,451.66981754455065
1279,County_279,AZ,0.05732484590618404,23427,Hydro_Region,120.57449075437104
1280,County_280,OH,0.058587078604941493,29083,Solar_Mixed,148.9302247162965
1281,County_281,NY,0.033798222961124155,89046,Coal_Heavy,447.2578933776675
1282,County_282,NY,0.07540689932131464,59372,Hydro_Region,301.3844139592789
1283,County_283,CA,0.02589871862738949,46064,Solar_Mixed,231.87392311764336
1284,County_284,IL,0.03751273509436071,9813,Wind_Farm,51.31576410566164
1285,County_285,IL,0.04616209728239543,33598,Coal_Heavy,170.75972583694374
1286,County_286,CA,0.05314688218817868,29082,Coal_Heavy,148.59881293129072
1287,County_287,CA,0.030604827255281825,31241,Coal_Heavy,158.04128963531693
1288,County_288,CA,0.0197611301028323,46569,Wind_Farm,234.03066780616993
1289,County_289,OH,0.06190270360753877,13745,Wind_Farm,72.43916221645232
1290,County_290,AZ,0.03453359702542174,28029,Nuclear_Mixed,142.2170158215253
1291,County_291,IL,0.059405248820922046,15025,Solar_Mixed,78.68931492925532
1292,County_292,OH,0.0231208307983072,16288,Nuclear_Mixed,82.82724984789843
1293,County_293,CA,0.050896908657659494,91186,Solar_Mixed,458.9838145194596
1294,County_294,IL,0.0552701017668848,8540,Wind_Farm,46.016206106013094
1295,County_295,OH,0.014405000629906288,83958,Wind_Farm,420.65430003779437
1296,County_296,AZ,0.03861136364648325,70878,Nuclear_Mixed,356.706681818789
1297,County_297,OH,0.021425247539812814,43846,Hydro_Region,220.51551485238875
1298,County_298,AZ,0.01538687249018526,77932,Nuclear_Mixed,390.58321234941116
1299,County_299,CA,0.09414661975314535,19482,Solar_Mixed,103.05879718518872
1300,County_300,AZ,0.03740007682285146,25411,Nuclear_Mixed,129.29900460937108
1301,County_301,IL,0.07883932789764396,52975,Coal_Heavy,269.60535967385863
1302,County_302,CA,0.031644455654919926,62545,Solar_Mixed,314.6236673392952
1303,County_303,IL,0.06792773138903399,80797,Solar_Mixed,408.06066388334204
1304,County_304,NY,0.07461936809062336,54307,Hydro_Region,276.0121620854374
1305,County_305,WI,0.06062929295166677,5093,Wind_Farm,29.102757577100007
1306,County_306,AZ,0.05008397602676347,79258,Solar_Mixed,399.29503856160585
1307,County_307,WI,0.04500647770251783,24042,Wind_Farm,122.91038866215106
1308,County_308,WI,0.039653802656154605,54930,Nuclear_Mixed,277.02922815936927
1309,County_309,AZ,0.0890099772610652,46413,Coal_Heavy,237.40559863566392
1310,County_310,CA,0.08060264966195697,35756,Hydro_Region,183.61615897971743
1311,County_311,NY,0.09202728740665357,55268,Wind_Farm,281.86163724439916
1312,County_312,IL,0.020565263996271302,41214,Solar_Mixed,207.30391583977627
1313,County_313,OH,0.07212373539230976,83871,Wind_Farm,423.6824241235386
1314,County_314,IL,0.08975893882978822,30602,Solar_Mixed,158.3955363297873
1315,County_315,OH,0.025404810624081113,55331,Wind_Farm,278.1792886374448
1316,County_316,IL,0.01565218272617609,50901,Solar_Mixed,255.44413096357056
1317,County_317,AZ,0.07299525518965502,65416,Nuclear_Mixed,331.4597153113793
1318,County_318,NY,0.05883021462029252,34196,Solar_Mixed,174.50981287721754
1319,County_319,OH,0.08155544602445312,7626,Solar_Mixed,43.02332676146719
1320,County_320,CA,0.02188065201323461,9424,Coal_Heavy,48.43283912079407
1321,County_321,IL,0.07759772150809066,14857,Solar_Mixed,78.94086329048544
1322,County_322,IL,0.027138322204058284,21982,Coal_Heavy,111.5382993322435
1323,County_323,OH,0.023910755143584886,78961,Hydro_Region,396.2396453086151
1324,County_324,CA,0.0239625928241344,3980,Coal_Heavy,21.337755569448063
1325,County_325,CA,0.07923885121966748,50290,Nuclear_Mixed,256.20433107318
1326,County_326,AZ,0.06654176375917702,28431,Coal_Heavy,146.1475058255506
1327,County_327,AZ,0.05446056110537515,86976,Hydro_Region,438.1476336663225
1328,County_328,AZ,0.040500591150497714,84711,Nuclear_Mixed,425.98503546902987
1329,County_329,AZ,0.08456204596911421,28385,Wind_Farm,146.99872275814687
1330,County_330,AZ,0.04335783413092401,40158,Wind_Farm,203.39147004785542
1331,County_331,AZ,0.07941095235508405,25019,Coal_Heavy,129.85965714130504
1332,County_332,NY,0.04732646722846857,20639,Coal_Heavy,106.0345880337081
1333,County_333,CA,0.04204027650111715,87530,Hydro_Region,440.17241659006703
1334,County_334,AZ,0.04932778178191655,23563,Hydro_Region,120.77466690691499
1335,County_335,CA,0.03561711930395208,41341,Solar_Mixed,208.84202715823713
1336,County_336,CA,0.07354679731498134,7776,Hydro_Region,43.29280783889888
1337,County_337,WI,0.052731233157860734,38444,Solar_Mixed,195.38387398947165
1338,County_338,NY,0.029738079087479476,70916,Nuclear_Mixed,356.36428474524877
1339,County_339,AZ,0.08646383872833832,10711,Coal_Heavy,58.742830323700296
1340,County_340,IL,0.042630753816722974,76318,Nuclear_Mixed,384.14784522900334
1341,County_341,OH,0.056201993194689034,84970,Hydro_Region,428.22211959168135
1342,County_342,IL,0.08705012943198649,87553,Nuclear_Mixed,442.9880077659192
1343,County_343,NY,0.06306022965268933,32707,Nuclear_Mixed,167.31861377916135
1344,County_344,OH,0.019936333460210946,41110,Nuclear_Mixed,206.74618000761268
1345,County_345,NY,0.08988573050714539,63788,Hydro_Region,324.3331438304287
1346,County_346,CA,0.06335518451107051,84879,Nuclear_Mixed,428.1963110706642
1347,County_347,OH,0.038466977245852324,40827,Solar_Mixed,206.44301863475113
1348,County_348,CA,0.021838126176387918,7655,Hydro_Region,39.585287570583276
1349,County_349,IL,0.07749214108797516,46859,Nuclear_Mixed,238.9445284652785
1350,County_350,IL,0.06270618425392366,55625,Hydro_Region,281.8873710552354
1351,County_351,OH,0.05534419281798734,54098,Wind_Farm,273.81065156907925
1352,County_352,OH,0.0859808695593314,17251,Solar_Mixed,91.41385217355987
1353,County_353,AZ,0.07703076295408512,2526,Nuclear_Mixed,17.25184577724511
1354,County_354,NY,0.022892364777283854,70760,Wind_Farm,355.17354188663705
1355,County_355,AZ,0.0364963757626216,49837,Wind_Farm,251.37478254575728
